anio,codigo_delito_snic_id,codigo_delito_snic_nombre,cantidad_hechos,cantidad_victimas,cantidad_victimas_masc,cantidad_victimas_fem,cantidad_victimas_sd,tasa_hechos,tasa_victimas,tasa_victimas_masc,tasa_victimas_fem
2020,8,Otros delitos contra las personas,50044,51487,17833,29466,4188,110.28552,113.46556,80.065079,127.53839
2020,9,Delitos contra el honor,768,788,332,399,57,1.6924962,1.7365717,1.4905852,1.7270013
2021,1,Homicidios dolosos,2021,2094,1786,308,0,4.4118214,4.5711794,7.9403124,1.3209853
2021,10,Abusos sexuales con acceso carnal (violaciones),6919,7051,642,5709,700,15.104102,15.392257,2.8542445,24.485407
2021,11,Otros delitos contra la integridad sexual,32099,35641,3781,25857,6003,70.07177,77.803917,16.809811,110.89843
2021,12,Delitos contra el estado civil,79,,,,,.17245615,,,
2021,13,Amenazas,218155,,,,,476.23001,,,
2021,14,Otros delitos contra la libertad,14009,15023,4465,6375,4183,30.581495,32.795048,19.85078,27.341824
2021,14_1,Trata de personas simple,175,246,51,76,119,.3820231,.53701532,.22673905,.32595742
2021,14_2,Trata de personas agravado,96,99,11,18,70,.20956697,.21611594,.048904501,.077200443
2021,14_3,Otros delitos contra la libertad,13738,14678,4403,6281,3994,29.989906,32.041916,19.575138,26.938665
2021,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),370467,,,,,808.72546,,,
2021,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),24688,,,,,53.893639,,,
2021,17,Robos agravados por el resultado de lesiones y/o muertes,5373,,,,,11.729201,,,
2021,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,1477,,,,,3.2242751,,,
2021,19,Hurtos,271324,,,,,592.29736,,,
2021,2,Homicidios dolosos en grado de tentativa,1478,1678,1134,336,208,3.2264581,3.6630559,5.0416093,1.4410748
2021,20,Tentativas de hurto,11454,,,,,25.003958,,,
2021,21,Otros delitos contra la propiedad,160497,,,,,350.36322,,,
2021,22,Delitos contra la seguridad pública,49492,,,,,108.0405,,,
2021,22_1,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,124,,,,,.27069065,,,
2021,22_2,Tenencia ilegal de armas de fuego,2810,,,,,6.1341996,,,
2021,22_3,Portación ilegal de armas de fuego,1426,,,,,3.1129427,,,
2021,22_4,Acopio y fabricación ilegal de armas piezas y municiones,57,,,,,.12443038,,,
2021,22_5,Entrega y comercialización ilegal de armas de fuego,10,,,,,.021829892,,,
2021,22_6,Omisión adulteración y supresión de marcaje,104,,,,,.22703087,,,
2021,22_7,Otros delitos contra la seguridad pública,44961,,,,,98.149376,,,
2021,23,Delitos contra el orden público,3528,,,,,7.7015858,,,
2021,24,Delitos contra la seguridad de la nación,112,,,,,.2444948,,,
2021,25,Delitos contra los poderes públicos y el orden constitucional,700,,,,,1.5280924,,,
2021,26,Delitos contra la administración pública,49605,,,,,108.28718,,,
2021,27,Delitos contra la fe pública,10596,,,,,23.130953,,,
2021,28,Ley 23.737 (estupefacientes),72043,,,,,157.26909,,,
2021,28_1,Siembra y producción de estupefacientes,1113,,,,,2.429667,,,
2021,28_10,Otros delitos previstos en la ley 23.737,10620,,,,,23.183346,,,
2021,28_2,Comercialización y entrega de estupefacientes,5505,,,,,12.017356,,,
2021,28_3,Tenencia o entrega atenuada de estupefacientes,880,,,,,1.9210305,,,
2021,28_4,Desvío de Importación de estupefacientes,10,,,,,.021829892,,,
2021,28_5,Organización y financiación de estupefacientes,206,,,,,.44969577,,,
2021,28_6,Tenencia simple de estupefacientes,8393,,,,,18.321829,,,
2021,28_7,Tenencia simple atenuada para uso personal de estupefacientes,44588,,,,,97.335121,,,
2021,28_8,Confabulación de estupefacientes,105,,,,,.22921386,,,
2021,28_9,Contrabando de estupefacientes,623,,,,,1.3600023,,,
2021,29,Delitos previstos en otras leyes,70887,,,,,154.74556,,,
2021,29_1,Ley de residuos peligrosos,54,,,,,.11788142,,,
2021,29_2,Ley de fauna,1649,,,,,3.5997491,,,
2021,29_3,Delitos migratorios,3970,,,,,8.6664667,,,
2021,29_4,Obstrucción del código aduanero,261,,,,,.5697602,,,
2021,29_5,Contrabando Simple,17056,,,,,37.233063,,,
2021,29_6,Contrabando Agravado,183,,,,,.39948702,,,
2021,29_7,Contrabando de elementos nucleares agresivos químicos armas y municiones,7,,,,,.015280925,,,
2021,29_8,Otros delitos previstos en leyes especiales,47707,,,,,104.14387,,,
2021,3,Muertes en accidentes viales,3444,3827,2754,730,343,7.5182147,8.3542995,12.243908,3.1309068
2021,30,Contravenciones,88850,,,,,193.95859,,,
2021,31,Suicidios (consumados),3648,3648,2882,754,12,8.6630392,8.6630392,13.997426,3.5036469
2021,32,Delitos contra el orden económico y financiero,671,,,,,1.4647857,,,
2021,4,Homicidios culposos por otros hechos,501,648,365,152,131,1.0936776,1.414577,1.6227401,.65191483
2021,5,Lesiones dolosas,156802,166098,59897,84953,21248,342.29706,362.59015,266.29388,364.35605
2021,6,Lesiones culposas en Accidentes Viales,80272,94606,59302,30659,4645,175.23291,206.52388,263.64859,131.49379
2021,7,Lesiones culposas por otros hechos,13532,13860,2779,2421,8660,29.540211,30.256229,12.355055,10.383459
2021,8,Otros delitos contra las personas,46549,47674,17148,26213,4313,101.61597,104.07183,76.237671,112.42529
2021,9,Delitos contra el honor,791,811,255,484,72,1.7267444,1.7704042,1.1336952,2.075834
2022,1,Homicidios dolosos,1888,1958,1613,345,0,4.0835013,4.2349024,7.1027613,1.466503
2022,10,Abusos sexuales con acceso carnal (violaciones),7063,7161,555,5610,996,15.276362,15.488323,2.4439135,23.846615
2022,11,Otros delitos contra la integridad sexual,32903,36753,3686,27209,5858,71.164963,79.49202,16.231108,115.6582
2022,12,Delitos contra el estado civil,160,,,,,.34605944,,,
2022,13,Amenazas,211707,,,,,457.89505,,,
2022,14,Otros delitos contra la libertad,14348,15331,4516,6677,4138,31.032881,33.158985,19.885969,28.382147
2022,14_1,Trata de personas simple,332,425,63,123,239,.71807337,.91922045,.27741721,.5228402
2022,14_2,Trata de personas agravado,83,90,8,7,75,.17951834,.19465844,.035227582,.029755134
2022,14_3,Otros delitos contra la libertad,13933,14816,4445,6547,3824,30.13529,32.045105,19.573326,27.829552
2022,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),396930,,,,,858.50861,,,
2022,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),24661,,,,,53.338577,,,
2022,17,Robos agravados por el resultado de lesiones y/o muertes,5699,,,,,12.326205,,,
2022,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,1403,,,,,3.0345089,,,
2022,19,Hurtos,313767,,,,,678.63776,,,
2022,2,Homicidios dolosos en grado de tentativa,1309,1488,1051,324,113,2.8311989,3.218353,4.6280236,1.3772377
2022,20,Tentativas de hurto,12404,,,,,26.828259,,,
2022,21,Otros delitos contra la propiedad,186154,,,,,402.6272,,,
2022,22,Delitos contra la seguridad pública,33477,,,,,72.406448,,,
2022,22_1,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,131,,,,,.28333619,,,
2022,22_2,Tenencia ilegal de armas de fuego,2619,,,,,5.6645608,,,
2022,22_3,Portación ilegal de armas de fuego,1365,,,,,2.9523196,,,
2022,22_4,Acopio y fabricación ilegal de armas piezas y municiones,35,,,,,.075700507,,,
2022,22_5,Entrega y comercialización ilegal de armas de fuego,55,,,,,.11895794,,,
2022,22_6,Omisión adulteración y supresión de marcaje,164,,,,,.35471094,,,
2022,22_7,Otros delitos contra la seguridad pública,29108,,,,,62.956867,,,
2022,23,Delitos contra el orden público,3139,,,,,6.7892537,,,
2022,24,Delitos contra la seguridad de la nación,56,,,,,.12112081,,,
2022,25,Delitos contra los poderes públicos y el orden constitucional,308,,,,,.66616446,,,
2022,26,Delitos contra la administración pública,39550,,,,,85.541573,,,
2022,27,Delitos contra la fe pública,10995,,,,,23.780773,,,
2022,28,Ley 23.737 (estupefacientes),77414,,,,,167.43654,,,
2022,28_1,Siembra y producción de estupefacientes,1002,,,,,2.1671972,,,
2022,28_10,Otros delitos previstos en la ley 23.737,8233,,,,,17.806921,,,
2022,28_2,Comercialización y entrega de estupefacientes,6321,,,,,13.671512,,,
2022,28_3,Tenencia o entrega atenuada de estupefacientes,1078,,,,,2.3315756,,,
2022,28_4,Desvío de Importación de estupefacientes,116,,,,,.25089312,,,
2022,28_5,Organización y financiación de estupefacientes,227,,,,,.49097186,,,
2022,28_6,Tenencia simple de estupefacientes,10528,,,,,22.770712,,,
2022,28_7,Tenencia simple atenuada para uso personal de estupefacientes,48942,,,,,105.85526,,,
2022,28_8,Confabulación de estupefacientes,188,,,,,.40661985,,,
2022,28_9,Contrabando de estupefacientes,779,,,,,1.6848769,,,
2022,29,Delitos previstos en otras leyes,65612,,,,,141.91032,,,
2022,29_1,Ley de residuos peligrosos,326,,,,,.70509613,,,
2022,29_2,Ley de fauna,1715,,,,,3.7093248,,,
2022,29_3,Delitos migratorios,3388,,,,,7.3278089,,,
2022,29_4,Obstrucción del código aduanero,327,,,,,.707259,,,
2022,29_5,Contrabando Simple,15494,,,,,33.511532,,,
2022,29_6,Contrabando Agravado,396,,,,,.85649717,,,
2022,29_7,Contrabando de elementos nucleares agresivos químicos armas y municiones,120,,,,,.25954458,,,
2022,29_8,Otros delitos previstos en leyes especiales,43846,,,,,94.833267,,,
2022,3,Muertes en accidentes viales,3781,4183,3114,949,120,8.1778173,9.0472918,13.712337,4.033946
2022,30,Contravenciones,74313,,,,,160.72948,,,
2022,31,Suicidios (consumados),3959,3959,3063,859,37,9.3041182,9.3041182,14.716161,3.9517512
2022,32,Delitos contra el orden económico y financiero,359,,,,,.7764709,,,
2022,4,Homicidios culposos por otros hechos,567,725,407,180,138,1.2263482,1.5680819,1.7922032,.76513201
2022,5,Lesiones dolosas,167994,177267,61377,91917,23973,363.34946,383.40576,270.27042,390.71466
2022,6,Lesiones culposas en Accidentes Viales,89877,104372,62797,34245,7330,194.39241,225.74324,276.52332,145.56636
2022,7,Lesiones culposas por otros hechos,13947,14130,2551,2488,9091,30.165569,30.561375,11.233195,10.575825
2022,8,Otros delitos contra las personas,42226,43183,13166,23498,6519,91.329414,93.399284,57.975792,99.883736
2022,9,Delitos contra el honor,645,663,208,336,119,1.3950522,1.4339838,.91591716,1.4282464
2023,1,Homicidios dolosos,1996,2047,1685,362,0,4.2782507,4.3875647,7.3507338,1.5253859
2023,10,Abusos sexuales con acceso carnal (violaciones),6387,6473,568,5079,826,13.689974,13.874308,2.4778736,21.401754
2023,11,Otros delitos contra la integridad sexual,32124,35113,3938,25797,5378,68.854973,75.261635,17.179342,108.70271
2023,11_1,Tentativa de abuso sexual con acceso carnal,360,382,49,298,35,.77162838,.81878346,.21376021,1.2557044
2023,11_2,Abuso sexual simple,15817,17065,1741,12078,3246,33.902351,36.577332,7.5950313,50.893951
2023,11_3,Abuso sexual agravado,1395,1503,190,1217,96,2.9900601,3.2215486,.82886612,5.1281619
2023,11_4,Ciberdelitos sexuales vinculados a menores,1366,1380,64,356,960,2.927901,2.9579089,.27919701,1.5001032
2023,11_5,Otros delitos contra la integridad sexual,13186,14783,1894,11848,1041,28.263033,31.686064,8.2624865,49.924786
2023,12,Delitos contra el estado civil,189,,,,,.40510491,,,
2023,13,Amenazas,214848,,,,,460.50784,,,
2023,14,Otros delitos contra la libertad,15230,15960,4361,6576,5023,32.644169,34.208858,19.02466,27.709772
2023,14_1,Trata de personas simple,229,442,86,202,154,.49084139,.94738823,.37517101,.85118216
2023,14_2,Trata de personas agravado,38,56,19,7,30,.081449665,.12003109,.082886614,.029496413
2023,14_3,Otros delitos contra la libertad,14963,15462,4256,6367,4839,32.071877,33.141441,18.566601,26.829094
2023,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),455271,,,,,975.83344,,,
2023,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),32503,,,,,69.667328,,,
2023,17,Robos agravados por el resultado de lesiones y/o muertes,4815,,,,,10.32053,,,
2023,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,1469,,,,,3.1486726,,,
2023,19,Hurtos,366516,,,,,785.59491,,,
2023,2,Homicidios dolosos en grado de tentativa,1488,1675,1091,401,183,3.1893973,3.5902154,4.7594366,1.689723
2023,20,Tentativas de hurto,17211,,,,,36.890266,,,
2023,21,Otros delitos contra la propiedad,211422,,,,,453.16449,,,
2023,21_1,Extorsiones,1780,,,,,3.8152738,,,
2023,21_2,Secuestros extorsivos,107,,,,,.22934511,,,
2023,21_3,Estafas y defraudaciones (no incluye virtuales) y usura,62043,,,,,132.98372,,,
2023,21_4,Estafas y defraudaciones asistidas virtualmente,25147,,,,,53.900387,,,
2023,21_5,Daños (no incluye informáticos),68684,,,,,147.21812,,,
2023,21_6,Acceso ilegal a sistemas informáticos y daños informáticos,316,,,,,.67731827,,,
2023,21_7,Otros delitos contra la propiedad,53345,,,,,114.34032,,,
2023,22,Delitos contra la seguridad pública,33936,,,,,72.738838,,,
2023,22_1,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,69,,,,,.14789544,,,
2023,22_2,Tenencia ilegal de armas de fuego,2469,,,,,5.2920847,,,
2023,22_3,Portación ilegal de armas de fuego,1305,,,,,2.797153,,,
2023,22_4,Acopio y fabricación ilegal de armas piezas y municiones,81,,,,,.17361639,,,
2023,22_5,Entrega y comercialización ilegal de armas de fuego,65,,,,,.13932179,,,
2023,22_6,Omisión adulteración y supresión de marcaje,137,,,,,.29364747,,,
2023,22_7,Otros delitos contra la seguridad pública,29810,,,,,63.895119,,,
2023,23,Delitos contra el orden público,3628,,,,,7.7762995,,,
2023,24,Delitos contra la seguridad de la nación,13,,,,,.027864359,,,
2023,25,Delitos contra los poderes públicos y el orden constitucional,130,,,,,.27864358,,,
2023,26,Delitos contra la administración pública,42856,,,,,91.858078,,,
2023,27,Delitos contra la fe pública,11307,,,,,24.235561,,,
2023,28,Ley 23.737 (estupefacientes),73798,,,,,158.17953,,,
2023,28_1,Siembra y producción de estupefacientes,1105,,,,,2.3684704,,,
2023,28_10,Otros delitos previstos en la ley 23.737,7446,,,,,15.959847,,,
2023,28_2,Comercialización y entrega de estupefacientes,6954,,,,,14.905289,,,
2023,28_3,Tenencia o entrega atenuada de estupefacientes,845,,,,,1.8111833,,,
2023,28_4,Desvío de Importación de estupefacientes,0,,,,,0,,,
2023,28_5,Organización y financiación de estupefacientes,135,,,,,.28936064,,,
2023,28_6,Tenencia simple de estupefacientes,10205,,,,,21.873522,,,
2023,28_7,Tenencia simple atenuada para uso personal de estupefacientes,46452,,,,,99.565788,,,
2023,28_8,Confabulación de estupefacientes,154,,,,,.33008549,,,
2023,28_9,Contrabando de estupefacientes,502,,,,,1.0759929,,,
2023,29,Delitos previstos en otras leyes,63692,,,,,136.51822,,,
2023,29_1,Ley de residuos peligrosos,43,,,,,.092166729,,,
2023,29_2,Ley de fauna,1582,,,,,3.3908782,,,
2023,29_3,Delitos migratorios,2838,,,,,6.083004,,,
2023,29_4,Obstrucción del código aduanero,98,,,,,.2100544,,,
2023,29_5,Contrabando Simple,17898,,,,,38.362793,,,
2023,29_6,Contrabando Agravado,448,,,,,.96024871,,,
2023,29_7,Contrabando de elementos nucleares agresivos químicos armas y municiones,7,,,,,.015003886,,,
2023,29_8,Otros delitos previstos en leyes especiales,40778,,,,,87.404068,,,
2023,3,Muertes en accidentes viales,3568,3956,3066,873,17,7.6476951,8.4793386,13.375282,3.6786239
2023,30,Contravenciones,75953,,,,,162.79858,,,
2023,31,Suicidios (consumados),4205,4205,3279,869,57,9.7821798,9.7821798,15.588165,3.958792
2023,32,Delitos contra el orden económico y financiero,320,,,,,.68589193,,,
2023,4,Homicidios culposos por otros hechos,628,821,456,188,177,1.3460629,1.7597414,1.9892788,.79218936
2023,5,Lesiones dolosas,168619,177213,62690,95602,18921,361.42001,379.84052,273.48221,402.84515
2023,6,Lesiones culposas en Accidentes Viales,89058,104825,58418,35219,11188,190.888,224.68318,254.84581,148.40488
2023,7,Lesiones culposas por otros hechos,15211,15442,3234,3053,9155,32.603443,33.098572,14.108174,12.86465
2023,8,Otros delitos contra las personas,46049,46971,14455,25892,6624,98.701988,100.67822,63.059265,109.10301
2023,9,Delitos contra el honor,763,789,303,407,79,1.6354235,1.6911522,1.3218234,1.7150056
2024,1,Homicidios dolosos,1734,1803,1490,313,0,3.6840596,3.8306572,6.4410577,1.3077196
2024,10,Abusos sexuales con acceso carnal (violaciones),6196,6375,550,4958,867,13.164034,13.544337,2.3775716,20.714613
2024,11,Otros delitos contra la integridad sexual,27199,30218,3527,21718,4973,57.787048,64.201218,15.246719,90.73819
2024,11_1,Tentativa de abuso sexual con acceso carnal,251,268,26,227,15,.53327507,.56939334,.1123943,.94841003
2024,11_2,Abuso sexual simple,17664,19872,2280,14287,3305,37.528969,42.220089,9.8561153,59.691341
2024,11_3,Abuso sexual agravado,1571,1732,226,1358,148,3.3377497,3.6798105,.97696584,5.673748
2024,11_4,Ciberdelitos sexuales vinculados a menores,795,819,60,309,450,1.6890585,1.740049,.25937146,1.2910075
2024,11_5,Otros delitos contra la integridad sexual,6918,7527,935,5537,1055,14.697996,15.991879,4.041872,23.133684
2024,12,Delitos contra el estado civil,121,,,,,.25707683,,,
2024,13,Amenazas,204599,,,,,434.69144,,,
2024,14,Otros delitos contra la libertad,12817,14101,4059,5831,4211,27.231022,29.959011,17.546478,24.362022
2024,14_1,Trata de personas simple,174,294,44,172,78,.36968073,.62463295,.19020574,.71861905
2024,14_2,Trata de personas agravado,28,28,1,11,16,.059488855,.059488855,.0043228576,.045958195
2024,14_3,Otros delitos contra la libertad,12615,13779,4014,5648,4117,26.801853,29.274889,17.35195,23.597445
2024,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),460618,,,,,978.62988,,,
2024,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),35320,,,,,75.040939,,,
2024,17,Robos agravados por el resultado de lesiones y/o muertes,5750,,,,,12.216461,,,
2024,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,1427,,,,,3.0318069,,,
2024,19,Hurtos,376498,,,,,799.90839,,,
2024,2,Homicidios dolosos en grado de tentativa,1406,1693,1263,352,78,2.9871902,3.596951,5.4597692,1.4706622
2024,20,Tentativas de hurto,20358,,,,,43.252647,,,
2024,21,Otros delitos contra la propiedad,234461,,,,,498.13629,,,
2024,21_1,Extorsiones,1540,,,,,3.2718868,,,
2024,21_2,Secuestros extorsivos,106,,,,,.22520781,,,
2024,21_3,Estafas y defraudaciones (no incluye virtuales) y usura,66330,,,,,140.92485,,,
2024,21_4,Estafas y defraudaciones asistidas virtualmente,68441,,,,,145.40988,,,
2024,21_5,Daños (no incluye informáticos),73255,,,,,155.63771,,,
2024,21_6,Acceso ilegal a sistemas informáticos y daños informáticos,206,,,,,.437668,,,
2024,21_7,Otros delitos contra la propiedad,24583,,,,,52.229088,,,
2024,22,Delitos contra la seguridad pública,21181,,,,,45.001194,,,
2024,22_1,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,58,,,,,.12322691,,,
2024,22_2,Tenencia ilegal de armas de fuego,3173,,,,,6.7413621,,,
2024,22_3,Portación ilegal de armas de fuego,1963,,,,,4.1705937,,,
2024,22_4,Acopio y fabricación ilegal de armas piezas y municiones,181,,,,,.38455296,,,
2024,22_5,Entrega y comercialización ilegal de armas de fuego,95,,,,,.20183718,,,
2024,22_6,Omisión adulteración y supresión de marcaje,149,,,,,.31656569,,,
2024,22_7,Otros delitos contra la seguridad pública,15562,,,,,33.063053,,,
2024,23,Delitos contra el orden público,2026,,,,,4.3044434,,,
2024,24,Delitos contra la seguridad de la nación,68,,,,,.14447293,,,
2024,25,Delitos contra los poderes públicos y el orden constitucional,118,,,,,.25070304,,,
2024,26,Delitos contra la administración pública,49942,,,,,106.10686,,,
2024,27,Delitos contra la fe pública,10533,,,,,22.378431,,,
2024,28,Ley 23.737 (estupefacientes),91008,,,,,193.35577,,,
2024,28_1,Siembra y producción de estupefacientes,950,,,,,2.0183718,,,
2024,28_10,Otros delitos previstos en la ley 23.737,12603,,,,,26.776358,,,
2024,28_2,Comercialización y entrega de estupefacientes,8015,,,,,17.028685,,,
2024,28_3,Tenencia o entrega atenuada de estupefacientes,556,,,,,1.1812787,,,
2024,28_4,Desvío de Importación de estupefacientes,1,,,,,.002124602,,,
2024,28_5,Organización y financiación de estupefacientes,126,,,,,.26769984,,,
2024,28_6,Tenencia simple de estupefacientes,9793,,,,,20.806227,,,
2024,28_7,Tenencia simple atenuada para uso personal de estupefacientes,58232,,,,,123.71982,,,
2024,28_8,Confabulación de estupefacientes,134,,,,,.28469667,,,
2024,28_9,Contrabando de estupefacientes,598,,,,,1.270512,,,
2024,29,Delitos previstos en otras leyes,67496,,,,,143.40213,,,
2024,29_1,Ley de residuos peligrosos,67,,,,,.14234833,,,
2024,29_2,Ley de fauna,1328,,,,,2.8214715,,,
2024,29_3,Delitos migratorios,1903,,,,,4.0431175,,,
2024,29_4,Obstrucción del código aduanero,153,,,,,.32506409,,,
2024,29_5,Contrabando Simple,16485,,,,,35.024063,,,
2024,29_6,Contrabando Agravado,597,,,,,1.2683873,,,
2024,29_7,Contrabando de elementos nucleares agresivos químicos armas y municiones,16,,,,,.033993632,,,
2024,29_8,Otros delitos previstos en leyes especiales,46947,,,,,99.743683,,,
2024,3,Muertes en accidentes viales,3205,3539,2730,802,7,6.8093491,7.5189662,11.801401,3.3507702
2024,30,Contravenciones,85856,,,,,182.40982,,,
2024,31,Suicidios (consumados),4245,4249,3419,813,17,9.7777338,9.7869473,16.087038,3.6684692
2024,32,Delitos contra el orden económico y financiero,330,,,,,.70111865,,,
2024,4,Homicidios culposos por otros hechos,553,599,324,128,147,1.1749048,1.2726365,1.4006059,.53478628
2024,5,Lesiones dolosas,169511,180842,63244,88327,29271,360.1434,384.21725,273.39481,369.03177
2024,6,Lesiones culposas en Accidentes Viales,89424,107683,63143,35809,8731,189.9904,228.78351,272.95819,149.61064
2024,7,Lesiones culposas por otros hechos,13471,13813,1930,1714,10169,28.620512,29.347126,8.3431149,7.1611223
2024,8,Otros delitos contra las personas,48581,49574,14988,26635,7951,103.21529,105.32501,64.790993,111.2815
2024,9,Delitos contra el honor,843,865,324,487,54,1.7910395,1.8377806,1.4006059,2.0346947
